funder;fos;university;year;funding
EU;Soziologie;Universität für Weiterbildung Krems;2016;5162
EU;Sprach- und Literaturwissenschaften;Universität Wien;2018;800619
EU;Sprach- und Literaturwissenschaften;Universität Wien;2017;860493
EU;Sprach- und Literaturwissenschaften;Universität Wien;2016;625484
EU;Sprach- und Literaturwissenschaften;Universität Graz;2018;20611
EU;Sprach- und Literaturwissenschaften;Universität Graz;2017;0
EU;Sprach- und Literaturwissenschaften;Universität Graz;2016;0
EU;Sprach- und Literaturwissenschaften;Universität Innsbruck;2018;660858
EU;Sprach- und Literaturwissenschaften;Universität Innsbruck;2017;277504
EU;Sprach- und Literaturwissenschaften;Universität Innsbruck;2016;179884
EU;Sprach- und Literaturwissenschaften;Medizinische Universität Graz;2018;0
EU;Sprach- und Literaturwissenschaften;Medizinische Universität Graz;2017;2492
EU;Sprach- und Literaturwissenschaften;Medizinische Universität Graz;2016;3322
EU;Sprach- und Literaturwissenschaften;Universität Salzburg;2018;0
EU;Sprach- und Literaturwissenschaften;Universität Salzburg;2017;6646
EU;Sprach- und Literaturwissenschaften;Universität Salzburg;2016;5469
EU;Sprach- und Literaturwissenschaften;Wirtschaftsuniversität Wien;2018;0
EU;Sprach- und Literaturwissenschaften;Wirtschaftsuniversität Wien;2017;0
EU;Sprach- und Literaturwissenschaften;Wirtschaftsuniversität Wien;2016;3445
EU;Sprach- und Literaturwissenschaften;Universität Klagenfurt;2018;0
EU;Sprach- und Literaturwissenschaften;Universität Klagenfurt;2017;6158
EU;Sprach- und Literaturwissenschaften;Universität Klagenfurt;2016;9775
EU;Tierzucht, Tierproduktion;Universität für Bodenkultur Wien;2018;67061
EU;Tierzucht, Tierproduktion;Universität für Bodenkultur Wien;2017;74518
EU;Tierzucht, Tierproduktion;Universität für Bodenkultur Wien;2016;66139
EU;Umweltbiotechnologie;Universität für Bodenkultur Wien;2018;122462
EU;Umweltbiotechnologie;Universität für Bodenkultur Wien;2017;90190
EU;Umweltbiotechnologie;Universität für Bodenkultur Wien;2016;120332
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Wien;2018;4546
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Wien;2017;135324
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Wien;2016;130560
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Innsbruck;2018;93153
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Innsbruck;2017;12092
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Innsbruck;2016;5706
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Salzburg;2018;0
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Salzburg;2017;0
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Salzburg;2016;88807
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Wien;2018;522220
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Wien;2017;611475
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Wien;2016;412787
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Graz;2018;3852
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Graz;2017;94146
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Technische Universität Graz;2016;16063
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Montanuniversität Leoben;2018;1144377
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Montanuniversität Leoben;2017;795156
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Montanuniversität Leoben;2016;974356
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Bodenkultur Wien;2018;547759
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Bodenkultur Wien;2017;105583
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Bodenkultur Wien;2016;185468
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Klagenfurt;2018;0
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Klagenfurt;2017;0
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität Klagenfurt;2016;0
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Weiterbildung Krems;2018;17543
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Weiterbildung Krems;2017;16445
EU;Umweltingenieurwesen, Angewandte Geowissenschaften;Universität für Weiterbildung Krems;2016;0
EU;Veterinärmedizin;Universität für Bodenkultur Wien;2018;3644
EU;Veterinärmedizin;Universität für Bodenkultur Wien;2017;6247
EU;Veterinärmedizin;Universität für Bodenkultur Wien;2016;5313
EU;Veterinärmedizin;Veterinärmedizinische Universität Wien;2018;248280
EU;Veterinärmedizin;Veterinärmedizinische Universität Wien;2017;60000
EU;Veterinärmedizin;Veterinärmedizinische Universität Wien;2016;903666
EU;Werkstofftechnik;Universität Wien;2018;1353
EU;Werkstofftechnik;Universität Wien;2017;-118364
EU;Werkstofftechnik;Universität Wien;2016;183394
EU;Werkstofftechnik;Medizinische Universität Graz;2018;970
EU;Werkstofftechnik;Medizinische Universität Graz;2017;0
EU;Werkstofftechnik;Medizinische Universität Graz;2016;0
EU;Werkstofftechnik;Technische Universität Wien;2018;388429
EU;Werkstofftechnik;Technische Universität Wien;2017;110282
EU;Werkstofftechnik;Technische Universität Wien;2016;79343
EU;Werkstofftechnik;Technische Universität Graz;2018;0
EU;Werkstofftechnik;Technische Universität Graz;2017;0
EU;Werkstofftechnik;Technische Universität Graz;2016;354
EU;Werkstofftechnik;Montanuniversität Leoben;2018;397511
EU;Werkstofftechnik;Montanuniversität Leoben;2017;57691
EU;Werkstofftechnik;Montanuniversität Leoben;2016;64125
EU;Werkstofftechnik;Universität für Bodenkultur Wien;2018;72171
EU;Werkstofftechnik;Universität für Bodenkultur Wien;2017;0
EU;Werkstofftechnik;Universität für Bodenkultur Wien;2016;0
EU;Werkstofftechnik;Universität Linz;2018;0
EU;Werkstofftechnik;Universität Linz;2017;97622
EU;Werkstofftechnik;Universität Linz;2016;75536
EU;Werkstofftechnik;Universität für Weiterbildung Krems;2018;6766
EU;Werkstofftechnik;Universität für Weiterbildung Krems;2017;0
EU;Werkstofftechnik;Universität für Weiterbildung Krems;2016;0
EU;Wirtschaftswissenschaften;Universität Wien;2018;72169
EU;Wirtschaftswissenschaften;Universität Wien;2017;49630
EU;Wirtschaftswissenschaften;Universität Wien;2016;21908
EU;Wirtschaftswissenschaften;Universität Graz;2018;768020
EU;Wirtschaftswissenschaften;Universität Graz;2017;402597
EU;Wirtschaftswissenschaften;Universität Graz;2016;84120
EU;Wirtschaftswissenschaften;Universität Innsbruck;2018;439805
EU;Wirtschaftswissenschaften;Universität Innsbruck;2017;66508
EU;Wirtschaftswissenschaften;Universität Innsbruck;2016;163695
EU;Wirtschaftswissenschaften;Technische Universität Wien;2018;125809
EU;Wirtschaftswissenschaften;Technische Universität Wien;2017;37133
EU;Wirtschaftswissenschaften;Technische Universität Wien;2016;69672
EU;Wirtschaftswissenschaften;Technische Universität Graz;2018;0
EU;Wirtschaftswissenschaften;Technische Universität Graz;2017;0
EU;Wirtschaftswissenschaften;Technische Universität Graz;2016;45971
EU;Wirtschaftswissenschaften;Montanuniversität Leoben;2018;6518
EU;Wirtschaftswissenschaften;Montanuniversität Leoben;2017;1768
EU;Wirtschaftswissenschaften;Montanuniversität Leoben;2016;10296
EU;Wirtschaftswissenschaften;Universität für Bodenkultur Wien;2018;252504
EU;Wirtschaftswissenschaften;Universität für Bodenkultur Wien;2017;174483
EU;Wirtschaftswissenschaften;Universität für Bodenkultur Wien;2016;149191
EU;Wirtschaftswissenschaften;Wirtschaftsuniversität Wien;2018;1243573
EU;Wirtschaftswissenschaften;Wirtschaftsuniversität Wien;2017;1953340
EU;Wirtschaftswissenschaften;Wirtschaftsuniversität Wien;2016;1855198
EU;Wirtschaftswissenschaften;Universität Linz;2018;22779
EU;Wirtschaftswissenschaften;Universität Linz;2017;51212
EU;Wirtschaftswissenschaften;Universität Linz;2016;32202
EU;Wirtschaftswissenschaften;Universität Klagenfurt;2018;169205
EU;Wirtschaftswissenschaften;Universität Klagenfurt;2017;99180
EU;Wirtschaftswissenschaften;Universität Klagenfurt;2016;239566
EU;Wirtschaftswissenschaften;Universität für Weiterbildung Krems;2018;18232
EU;Wirtschaftswissenschaften;Universität für Weiterbildung Krems;2017;4743
EU;Wirtschaftswissenschaften;Universität für Weiterbildung Krems;2016;0
Bund (Ministerien);Agrarbiotechnologie, Lebensmittelbiotechnologie;Universität für Bodenkultur Wien;2018;2308
Bund (Ministerien);Agrarbiotechnologie, Lebensmittelbiotechnologie;Universität für Bodenkultur Wien;2017;45464
Bund (Ministerien);Agrarbiotechnologie, Lebensmittelbiotechnologie;Universität für Bodenkultur Wien;2016;23114
Bund (Ministerien);Andere Agrarwissenschaften;Universität Wien;2018;11190
Bund (Ministerien);Andere Agrarwissenschaften;Universität Wien;2017;10126
Bund (Ministerien);Andere Agrarwissenschaften;Universität Wien;2016;2440
Bund (Ministerien);Andere Agrarwissenschaften;Universität für Bodenkultur Wien;2018;88860
Bund (Ministerien);Andere Agrarwissenschaften;Universität für Bodenkultur Wien;2017;85603
Bund (Ministerien);Andere Agrarwissenschaften;Universität für Bodenkultur Wien;2016;96078
Bund (Ministerien);Andere Agrarwissenschaften;Universität Klagenfurt;2018;10768
Bund (Ministerien);Andere Agrarwissenschaften;Universität Klagenfurt;2017;9426
Bund (Ministerien);Andere Agrarwissenschaften;Universität Klagenfurt;2016;16033
Bund (Ministerien);Andere Geisteswissenschaften;Universität Wien;2018;60111
Bund (Ministerien);Andere Geisteswissenschaften;Universität Wien;2017;40325
Bund (Ministerien);Andere Geisteswissenschaften;Universität Wien;2016;43840
Bund (Ministerien);Andere Geisteswissenschaften;Universität Innsbruck;2018;0
Bund (Ministerien);Andere Geisteswissenschaften;Universität Innsbruck;2017;15471
Bund (Ministerien);Andere Geisteswissenschaften;Universität Innsbruck;2016;0
Bund (Ministerien);Andere Geisteswissenschaften;Technische Universität Wien;2018;0
Bund (Ministerien);Andere Geisteswissenschaften;Technische Universität Wien;2017;1621
Bund (Ministerien);Andere Geisteswissenschaften;Technische Universität Wien;2016;9337
Bund (Ministerien);Andere Geisteswissenschaften;Universität für Bodenkultur Wien;2018;479
Bund (Ministerien);Andere Geisteswissenschaften;Universität für Bodenkultur Wien;2017;0
Bund (Ministerien);Andere Geisteswissenschaften;Universität für Bodenkultur Wien;2016;625
Bund (Ministerien);Andere Geisteswissenschaften;Universität Klagenfurt;2018;0
Bund (Ministerien);Andere Geisteswissenschaften;Universität Klagenfurt;2017;42375
Bund (Ministerien);Andere Geisteswissenschaften;Universität Klagenfurt;2016;0
Bund (Ministerien);Andere Geisteswissenschaften;Universität Mozarteum Salzburg;2018;50577
Bund (Ministerien);Andere Geisteswissenschaften;Universität Mozarteum Salzburg;2017;41482
Bund (Ministerien);Andere Geisteswissenschaften;Universität Mozarteum Salzburg;2016;43970
Bund (Ministerien);Andere Geisteswissenschaften;Universität für Weiterbildung Krems;2018;2654
Bund (Ministerien);Andere Geisteswissenschaften;Universität für Weiterbildung Krems;2017;0
Bund (Ministerien);Andere Geisteswissenschaften;Universität für Weiterbildung Krems;2016;2379
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Graz;2018;162864
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Graz;2017;203128
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Graz;2016;132295
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Innsbruck;2018;3312383
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Innsbruck;2017;3296067
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Medizinische Universität Innsbruck;2016;4102881
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Universität Salzburg;2018;260400
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Universität Salzburg;2017;260400
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Universität Salzburg;2016;325500
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Technische Universität Wien;2018;0
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Technische Universität Wien;2017;5058
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Technische Universität Wien;2016;3300
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Universität für Bodenkultur Wien;2018;17199
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Universität für Bodenkultur Wien;2017;27650
Bund (Ministerien);Andere Humanmedizin, Gesundheitswissenschaften;Universität für Bodenkultur Wien;2016;3105
Bund (Ministerien);Andere Naturwissenschaften;Universität Wien;2018;34485
Bund (Ministerien);Andere Naturwissenschaften;Universität Wien;2017;36838
Bund (Ministerien);Andere Naturwissenschaften;Universität Wien;2016;13709
Bund (Ministerien);Andere Naturwissenschaften;Universität Graz;2018;0
Bund (Ministerien);Andere Naturwissenschaften;Universität Graz;2017;11620
Bund (Ministerien);Andere Naturwissenschaften;Universität Graz;2016;14788
Bund (Ministerien);Andere Naturwissenschaften;Medizinische Universität Graz;2018;36388
Bund (Ministerien);Andere Naturwissenschaften;Medizinische Universität Graz;2017;15526
Bund (Ministerien);Andere Naturwissenschaften;Medizinische Universität Graz;2016;8549
Bund (Ministerien);Andere Naturwissenschaften;Technische Universität Wien;2018;50598
Bund (Ministerien);Andere Naturwissenschaften;Technische Universität Wien;2017;95233
Bund (Ministerien);Andere Naturwissenschaften;Technische Universität Wien;2016;126463
Bund (Ministerien);Andere Naturwissenschaften;Technische Universität Graz;2018;0
Bund (Ministerien);Andere Naturwissenschaften;Technische Universität Graz;2017;4604
Bund (Ministerien);Andere Naturwissenschaften;Technische Universität Graz;2016;1348
Bund (Ministerien);Andere Naturwissenschaften;Montanuniversität Leoben;2018;1200
Bund (Ministerien);Andere Naturwissenschaften;Montanuniversität Leoben;2017;2200
Bund (Ministerien);Andere Naturwissenschaften;Montanuniversität Leoben;2016;0
Bund (Ministerien);Andere Naturwissenschaften;Universität für Bodenkultur Wien;2018;252927
Bund (Ministerien);Andere Naturwissenschaften;Universität für Bodenkultur Wien;2017;147806
Bund (Ministerien);Andere Naturwissenschaften;Universität für Bodenkultur Wien;2016;212894
Bund (Ministerien);Andere Naturwissenschaften;Universität Klagenfurt;2018;10768
Bund (Ministerien);Andere Naturwissenschaften;Universität Klagenfurt;2017;9426
Bund (Ministerien);Andere Naturwissenschaften;Universität Klagenfurt;2016;16033
Bund (Ministerien);Andere Naturwissenschaften;Universität für angewandte Kunst Wien;2018;3852
Bund (Ministerien);Andere Naturwissenschaften;Universität für angewandte Kunst Wien;2017;3510
Bund (Ministerien);Andere Naturwissenschaften;Universität für angewandte Kunst Wien;2016;0
Bund (Ministerien);Andere Naturwissenschaften;Universität für Weiterbildung Krems;2018;4654
Bund (Ministerien);Andere Naturwissenschaften;Universität für Weiterbildung Krems;2017;2000
Bund (Ministerien);Andere Naturwissenschaften;Universität für Weiterbildung Krems;2016;33000
Bund (Ministerien);Andere Sozialwissenschaften;Universität Wien;2018;411013
Bund (Ministerien);Andere Sozialwissenschaften;Universität Wien;2017;436067
Bund (Ministerien);Andere Sozialwissenschaften;Universität Wien;2016;254862
Bund (Ministerien);Andere Sozialwissenschaften;Universität Graz;2018;0
Bund (Ministerien);Andere Sozialwissenschaften;Universität Graz;2017;11677
Bund (Ministerien);Andere Sozialwissenschaften;Universität Graz;2016;9352
Bund (Ministerien);Andere Sozialwissenschaften;Universität Salzburg;2018;18545
Bund (Ministerien);Andere Sozialwissenschaften;Universität Salzburg;2017;141923
Bund (Ministerien);Andere Sozialwissenschaften;Universität Salzburg;2016;48933
Bund (Ministerien);Andere Sozialwissenschaften;Technische Universität Wien;2018;158
Bund (Ministerien);Andere Sozialwissenschaften;Technische Universität Wien;2017;24363
Bund (Ministerien);Andere Sozialwissenschaften;Technische Universität Wien;2016;17268
Bund (Ministerien);Andere Sozialwissenschaften;Technische Universität Graz;2018;44
Bund (Ministerien);Andere Sozialwissenschaften;Technische Universität Graz;2017;246
Bund (Ministerien);Andere Sozialwissenschaften;Technische Universität Graz;2016;139
Bund (Ministerien);Andere Sozialwissenschaften;Universität für Bodenkultur Wien;2018;20329
Bund (Ministerien);Andere Sozialwissenschaften;Universität für Bodenkultur Wien;2017;40438
Bund (Ministerien);Andere Sozialwissenschaften;Universität für Bodenkultur Wien;2016;17032
Bund (Ministerien);Andere Sozialwissenschaften;Universität Klagenfurt;2018;440376
Bund (Ministerien);Andere Sozialwissenschaften;Universität Klagenfurt;2017;518446
Bund (Ministerien);Andere Sozialwissenschaften;Universität Klagenfurt;2016;582044
Bund (Ministerien);Andere Sozialwissenschaften;Universität für Weiterbildung Krems;2018;67317
Bund (Ministerien);Andere Sozialwissenschaften;Universität für Weiterbildung Krems;2017;102651
Bund (Ministerien);Andere Sozialwissenschaften;Universität für Weiterbildung Krems;2016;222827
Bund (Ministerien);Andere Technische Wissenschaften;Universität Wien;2018;0
Bund (Ministerien);Andere Technische Wissenschaften;Universität Wien;2017;0
Bund (Ministerien);Andere Technische Wissenschaften;Universität Wien;2016;4455
Bund (Ministerien);Andere Technische Wissenschaften;Technische Universität Wien;2018;220266
Bund (Ministerien);Andere Technische Wissenschaften;Technische Universität Wien;2017;223192
Bund (Ministerien);Andere Technische Wissenschaften;Technische Universität Wien;2016;256733
Bund (Ministerien);Andere Technische Wissenschaften;Technische Universität Graz;2018;416
Bund (Ministerien);Andere Technische Wissenschaften;Technische Universität Graz;2017;2330
Bund (Ministerien);Andere Technische Wissenschaften;Technische Universität Graz;2016;61
Bund (Ministerien);Andere Technische Wissenschaften;Montanuniversität Leoben;2018;248358
Bund (Ministerien);Andere Technische Wissenschaften;Montanuniversität Leoben;2017;212740
Bund (Ministerien);Andere Technische Wissenschaften;Montanuniversität Leoben;2016;270236
Bund (Ministerien);Andere Technische Wissenschaften;Universität für Bodenkultur Wien;2018;167164
Bund (Ministerien);Andere Technische Wissenschaften;Universität für Bodenkultur Wien;2017;198651
Bund (Ministerien);Andere Technische Wissenschaften;Universität für Bodenkultur Wien;2016;188175
Bund (Ministerien);Andere Technische Wissenschaften;Universität Klagenfurt;2018;0
Bund (Ministerien);Andere Technische Wissenschaften;Universität Klagenfurt;2017;0
Bund (Ministerien);Andere Technische Wissenschaften;Universität Klagenfurt;2016;0
Bund (Ministerien);Andere Technische Wissenschaften;Universität für Weiterbildung Krems;2018;6315
Bund (Ministerien);Andere Technische Wissenschaften;Universität für Weiterbildung Krems;2017;-468
Bund (Ministerien);Andere Technische Wissenschaften;Universität für Weiterbildung Krems;2016;35557
Bund (Ministerien);Architektur;Universität für angewandte Kunst Wien;2018;28909
Bund (Ministerien);Architektur;Universität für angewandte Kunst Wien;2017;1333
Bund (Ministerien);Architektur;Universität für Weiterbildung Krems;2018;0
Bund (Ministerien);Architektur;Universität für Weiterbildung Krems;2017;2528
Bund (Ministerien);Bauwesen;Universität Wien;2018;0
Bund (Ministerien);Bauwesen;Universität Wien;2017;42
Bund (Ministerien);Bauwesen;Universität Wien;2016;0
Bund (Ministerien);Bauwesen;Universität Innsbruck;2018;0
Bund (Ministerien);Bauwesen;Universität Innsbruck;2017;-11000
Bund (Ministerien);Bauwesen;Universität Innsbruck;2016;323971
Bund (Ministerien);Bauwesen;Technische Universität Wien;2018;369806
Bund (Ministerien);Bauwesen;Technische Universität Wien;2017;504634
Bund (Ministerien);Bauwesen;Technische Universität Wien;2016;547694
Bund (Ministerien);Bauwesen;Technische Universität Graz;2018;363854
Bund (Ministerien);Bauwesen;Technische Universität Graz;2017;196083
Bund (Ministerien);Bauwesen;Technische Universität Graz;2016;298933
Bund (Ministerien);Bauwesen;Montanuniversität Leoben;2018;1215529
Bund (Ministerien);Bauwesen;Montanuniversität Leoben;2017;1194160
Bund (Ministerien);Bauwesen;Montanuniversität Leoben;2016;204858
Bund (Ministerien);Bauwesen;Universität für Bodenkultur Wien;2018;168518
Bund (Ministerien);Bauwesen;Universität für Bodenkultur Wien;2017;118786
Bund (Ministerien);Bauwesen;Universität für Bodenkultur Wien;2016;117263
Bund (Ministerien);Bauwesen;Universität Klagenfurt;2018;0
Bund (Ministerien);Bauwesen;Universität Klagenfurt;2017;0
Bund (Ministerien);Bauwesen;Universität Klagenfurt;2016;0
Bund (Ministerien);Bauwesen;Universität für angewandte Kunst Wien;2018;0
Bund (Ministerien);Bauwesen;Universität für angewandte Kunst Wien;2017;1000
Bund (Ministerien);Bauwesen;Universität für angewandte Kunst Wien;2016;0
Bund (Ministerien);Bauwesen;Universität für Weiterbildung Krems;2018;1220
Bund (Ministerien);Bauwesen;Universität für Weiterbildung Krems;2017;-156
Bund (Ministerien);Bauwesen;Universität für Weiterbildung Krems;2016;10528
Bund (Ministerien);Bildende Kunst;Universität für angewandte Kunst Wien;2018;61200
Bund (Ministerien);Bildende Kunst;Universität für angewandte Kunst Wien;2017;28109
Bund (Ministerien);Bildende Kunst;Universität für angewandte Kunst Wien;2016;66370
Bund (Ministerien);Bildende Kunst;Universität für künstlerische und industrielle Gestaltung Linz;2018;3500
Bund (Ministerien);Bildende Kunst;Universität für künstlerische und industrielle Gestaltung Linz;2017;25650
Bund (Ministerien);Bildende Kunst;Universität für künstlerische und industrielle Gestaltung Linz;2016;0
Bund (Ministerien);Biologie;Universität Wien;2018;88434
Bund (Ministerien);Biologie;Universität Wien;2017;209169
Bund (Ministerien);Biologie;Universität Wien;2016;314250
Bund (Ministerien);Biologie;Universität Graz;2018;36503
Bund (Ministerien);Biologie;Universität Graz;2017;458061
Bund (Ministerien);Biologie;Universität Graz;2016;523875
Bund (Ministerien);Biologie;Universität Innsbruck;2018;190305
Bund (Ministerien);Biologie;Universität Innsbruck;2017;202338
Bund (Ministerien);Biologie;Universität Innsbruck;2016;176959
Bund (Ministerien);Biologie;Medizinische Universität Graz;2018;27175
Bund (Ministerien);Biologie;Medizinische Universität Graz;2017;3015
Bund (Ministerien);Biologie;Medizinische Universität Graz;2016;0
Bund (Ministerien);Biologie;Medizinische Universität Innsbruck;2018;190974
Bund (Ministerien);Biologie;Medizinische Universität Innsbruck;2017;0
Bund (Ministerien);Biologie;Medizinische Universität Innsbruck;2016;0
Bund (Ministerien);Biologie;Universität Salzburg;2018;335593
Bund (Ministerien);Biologie;Universität Salzburg;2017;126242
Bund (Ministerien);Biologie;Universität Salzburg;2016;45627
Bund (Ministerien);Biologie;Technische Universität Wien;2018;6306
Bund (Ministerien);Biologie;Technische Universität Wien;2017;3416
Bund (Ministerien);Biologie;Technische Universität Wien;2016;8513
Bund (Ministerien);Biologie;Technische Universität Graz;2018;0
Bund (Ministerien);Biologie;Technische Universität Graz;2017;4604
Bund (Ministerien);Biologie;Technische Universität Graz;2016;1376
Bund (Ministerien);Biologie;Universität für Bodenkultur Wien;2018;381071
Bund (Ministerien);Biologie;Universität für Bodenkultur Wien;2017;265852
Bund (Ministerien);Biologie;Universität für Bodenkultur Wien;2016;78345
Bund (Ministerien);Biologie;Veterinärmedizinische Universität Wien;2018;95965
Bund (Ministerien);Biologie;Veterinärmedizinische Universität Wien;2017;149959
Bund (Ministerien);Biologie;Veterinärmedizinische Universität Wien;2016;86500
Bund (Ministerien);Biologie;Universität Klagenfurt;2018;0
Bund (Ministerien);Biologie;Universität Klagenfurt;2017;0
Bund (Ministerien);Biologie;Universität Klagenfurt;2016;0
Bund (Ministerien);Chemie;Universität Wien;2018;118512
Bund (Ministerien);Chemie;Universität Wien;2017;63790
Bund (Ministerien);Chemie;Universität Wien;2016;76162
Bund (Ministerien);Chemie;Universität Graz;2018;0
Bund (Ministerien);Chemie;Universität Graz;2017;0
Bund (Ministerien);Chemie;Universität Graz;2016;37464
Bund (Ministerien);Chemie;Universität Innsbruck;2018;7364
Bund (Ministerien);Chemie;Universität Innsbruck;2017;2692
Bund (Ministerien);Chemie;Universität Innsbruck;2016;9423
Bund (Ministerien);Chemie;Medizinische Universität Graz;2018;47472
Bund (Ministerien);Chemie;Medizinische Universität Graz;2017;14221
Bund (Ministerien);Chemie;Medizinische Universität Graz;2016;0
Bund (Ministerien);Chemie;Medizinische Universität Innsbruck;2018;4098
Bund (Ministerien);Chemie;Medizinische Universität Innsbruck;2017;0
Bund (Ministerien);Chemie;Medizinische Universität Innsbruck;2016;0
Bund (Ministerien);Chemie;Universität Salzburg;2018;0
Bund (Ministerien);Chemie;Universität Salzburg;2017;0
Bund (Ministerien);Chemie;Universität Salzburg;2016;1401
Bund (Ministerien);Chemie;Technische Universität Wien;2018;222080
Bund (Ministerien);Chemie;Technische Universität Wien;2017;38968
Bund (Ministerien);Chemie;Technische Universität Wien;2016;89453
Bund (Ministerien);Chemie;Technische Universität Graz;2018;84199
Bund (Ministerien);Chemie;Technische Universität Graz;2017;32387
Bund (Ministerien);Chemie;Technische Universität Graz;2016;61270
Bund (Ministerien);Chemie;Montanuniversität Leoben;2018;113035
Bund (Ministerien);Chemie;Montanuniversität Leoben;2017;63821
Bund (Ministerien);Chemie;Montanuniversität Leoben;2016;108290
Bund (Ministerien);Chemie;Universität für Bodenkultur Wien;2018;15793
Bund (Ministerien);Chemie;Universität für Bodenkultur Wien;2017;40687
Bund (Ministerien);Chemie;Universität für Bodenkultur Wien;2016;22295
Bund (Ministerien);Chemische Verfahrenstechnik;Technische Universität Wien;2018;46753
Bund (Ministerien);Chemische Verfahrenstechnik;Technische Universität Wien;2017;5590
Bund (Ministerien);Chemische Verfahrenstechnik;Technische Universität Wien;2016;22271
Bund (Ministerien);Chemische Verfahrenstechnik;Montanuniversität Leoben;2018;13626
Bund (Ministerien);Chemische Verfahrenstechnik;Montanuniversität Leoben;2017;8769
Bund (Ministerien);Chemische Verfahrenstechnik;Montanuniversität Leoben;2016;0
Bund (Ministerien);Chemische Verfahrenstechnik;Universität für Bodenkultur Wien;2018;663
Bund (Ministerien);Chemische Verfahrenstechnik;Universität für Bodenkultur Wien;2017;0
Bund (Ministerien);Chemische Verfahrenstechnik;Universität für Bodenkultur Wien;2016;29255
Bund (Ministerien);Computermusik;Universität für Musik und darstellende Kunst Graz;2018;80000
Bund (Ministerien);Design;Universität für angewandte Kunst Wien;2018;0
Bund (Ministerien);Design;Universität für angewandte Kunst Wien;2017;27909
Bund (Ministerien);Design;Universität für angewandte Kunst Wien;2016;1333
Bund (Ministerien);Design;Universität für künstlerische und industrielle Gestaltung Linz;2018;533
Bund (Ministerien);Design;Universität für künstlerische und industrielle Gestaltung Linz;2017;0
Bund (Ministerien);Design;Universität für künstlerische und industrielle Gestaltung Linz;2016;0
Bund (Ministerien);Elektrotechnik, Elektronik, Informationstechnik;Universität Wien;2018;458
Bund (Ministerien);Elektrotechnik, Elektronik, Informationstechnik;Universität Wien;2017;487
Bund (Ministerien);Elektrotechnik, Elektronik, Informationstechnik;Universität Wien;2016;1462
Bund (Ministerien);Elektrotechnik, Elektronik, Informationstechnik;Technische Universität Wien;2018;161480
Bund (Ministerien);Elektrotechnik, Elektronik, Informationstechnik;Technische Universität Wien;2017;507227
Bund (Ministerien);Elektrotechnik, Elektronik, Informationstechnik;Technische Universität Wien;2016;242572
Bund (Ministerien);Elektrotechnik, Elektronik, Informationstechnik;Technische Universität Graz;2018;171
Bund (Ministerien);Elektrotechnik, Elektronik, Informationstechnik;Technische Universität Graz;2017;17735
Bund (Ministerien);Elektrotechnik, Elektronik, Informationstechnik;Technische Universität Graz;2016;17199
