funder;fos;university;year;funding
Länder (inkl. deren Stiftungen und Einrichtungen);TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;2620
Länder (inkl. deren Stiftungen und Einrichtungen);TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;3360
Länder (inkl. deren Stiftungen und Einrichtungen);TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;511760
Länder (inkl. deren Stiftungen und Einrichtungen);TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;321053
Länder (inkl. deren Stiftungen und Einrichtungen);TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;980362
Gemeinden und Gemeindeverbände (ohne Wien);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2018;40608
Gemeinden und Gemeindeverbände (ohne Wien);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2017;23658
Gemeinden und Gemeindeverbände (ohne Wien);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2016;10897
Gemeinden und Gemeindeverbände (ohne Wien);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2018;1667
Gemeinden und Gemeindeverbände (ohne Wien);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2017;16110
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2016;25933
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität für Musik und darstellende Kunst Wien;2018;240
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität für Musik und darstellende Kunst Wien;2017;180
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität für Musik und darstellende Kunst Wien;2016;210
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität Mozarteum Salzburg;2018;2800
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität Mozarteum Salzburg;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität Mozarteum Salzburg;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2018;6000
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2017;3000
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2016;2000
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2018;898
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2017;1445
Gemeinden und Gemeindeverbände (ohne Wien);BILDENDE KUNST / GESTALTENDE KUNST;Akademie der bildenden Künste Wien;2016;3357
Gemeinden und Gemeindeverbände (ohne Wien);DARSTELLENDE KUNST;Universität Linz;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);DARSTELLENDE KUNST;Universität Linz;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);DARSTELLENDE KUNST;Universität Linz;2016;1694
Gemeinden und Gemeindeverbände (ohne Wien);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2018;960
Gemeinden und Gemeindeverbände (ohne Wien);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2017;720
Gemeinden und Gemeindeverbände (ohne Wien);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Wien;2016;840
Gemeinden und Gemeindeverbände (ohne Wien);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2018;12707
Gemeinden und Gemeindeverbände (ohne Wien);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2017;3332
Gemeinden und Gemeindeverbände (ohne Wien);DARSTELLENDE KUNST;Universität für Musik und darstellende Kunst Graz;2016;2500
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Wien;2018;60150
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Wien;2017;2083
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Wien;2016;105
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Graz;2018;605459
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Graz;2017;629611
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Graz;2016;639855
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Innsbruck;2018;85444
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Innsbruck;2017;13643
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Innsbruck;2016;16797
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Salzburg;2018;95019
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Salzburg;2017;78008
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Salzburg;2016;78619
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Technische Universität Wien;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Technische Universität Wien;2017;2600
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Technische Universität Wien;2016;11858
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Technische Universität Graz;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Technische Universität Graz;2017;2408
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Technische Universität Graz;2016;87
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;864
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;715
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;234
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Klagenfurt;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2017;1200
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für angewandte Kunst Wien;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2018;560
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2017;420
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2016;490
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Mozarteum Salzburg;2018;27000
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Mozarteum Salzburg;2017;26000
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität Mozarteum Salzburg;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2018;16146
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;11721
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;27381
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);GEISTESWISSENSCHAFTEN;Universität für künstlerische und industrielle Gestaltung Linz;2016;3244
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Graz;2016;760
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Innsbruck;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2018;80000
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2017;80000
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Wien;2016;60000
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2018;27657
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2017;27004
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Medizinische Universität Graz;2016;15757
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;922
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;383
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;2989
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität Klagenfurt;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;20499
Gemeinden und Gemeindeverbände (ohne Wien);HUMANMEDIZIN, GESUNDHEITSWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;71076
Gemeinden und Gemeindeverbände (ohne Wien);MUSIK;Universität für Musik und darstellende Kunst Wien;2018;6000
Gemeinden und Gemeindeverbände (ohne Wien);MUSIK;Universität für Musik und darstellende Kunst Wien;2017;4500
Gemeinden und Gemeindeverbände (ohne Wien);MUSIK;Universität für Musik und darstellende Kunst Wien;2016;5250
Gemeinden und Gemeindeverbände (ohne Wien);MUSIK;Universität Mozarteum Salzburg;2018;21500
Gemeinden und Gemeindeverbände (ohne Wien);MUSIK;Universität Mozarteum Salzburg;2017;1500
Gemeinden und Gemeindeverbände (ohne Wien);MUSIK;Universität Mozarteum Salzburg;2016;5000
Gemeinden und Gemeindeverbände (ohne Wien);MUSIK;Universität für Musik und darstellende Kunst Graz;2018;99022
Gemeinden und Gemeindeverbände (ohne Wien);MUSIK;Universität für Musik und darstellende Kunst Graz;2017;48313
Gemeinden und Gemeindeverbände (ohne Wien);MUSIK;Universität für Musik und darstellende Kunst Graz;2016;76752
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Graz;2018;35432
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Graz;2017;61431
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Graz;2016;82893
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Innsbruck;2018;7198
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Innsbruck;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Innsbruck;2016;21820
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Medizinische Universität Graz;2018;12554
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Medizinische Universität Graz;2017;4110
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Medizinische Universität Graz;2016;8434
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Salzburg;2018;197987
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Salzburg;2017;409500
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Salzburg;2016;40
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Technische Universität Wien;2018;87993
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Technische Universität Wien;2017;164101
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Technische Universität Wien;2016;177864
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Technische Universität Graz;2018;15424
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Technische Universität Graz;2017;64151
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Technische Universität Graz;2016;70804
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;62787
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;22203
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;62943
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Linz;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Linz;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Linz;2016;400
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Klagenfurt;2018;5000
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Klagenfurt;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität Klagenfurt;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;861
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;3230
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);NATURWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Wien;2018;1641
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Wien;2017;2083
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Wien;2016;18438
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Graz;2018;44538
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Graz;2017;43346
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Graz;2016;69385
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Innsbruck;2018;30933
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Innsbruck;2017;54715
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Innsbruck;2016;62676
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2018;622
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Medizinische Universität Graz;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Salzburg;2018;53000
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Salzburg;2017;10000
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Salzburg;2016;38950
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Technische Universität Wien;2018;45844
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Technische Universität Wien;2017;81827
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Technische Universität Wien;2016;54197
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Technische Universität Graz;2018;13301
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Technische Universität Graz;2017;1566
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Technische Universität Graz;2016;3215
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;34092
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;39008
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;47919
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2017;10000
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Wirtschaftsuniversität Wien;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Linz;2018;63150
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Linz;2017;7752
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Linz;2016;162178
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2018;8333
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität Klagenfurt;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2018;240
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2017;180
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität für Musik und darstellende Kunst Wien;2016;210
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;32935
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;41850
Gemeinden und Gemeindeverbände (ohne Wien);SOZIALWISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;26765
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität Wien;2018;58510
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität Wien;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität Wien;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2018;60430
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2017;65497
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität Innsbruck;2016;-1172
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Medizinische Universität Graz;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2018;260649
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2017;397333
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Wien;2016;473332
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2018;271477
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2017;149074
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Technische Universität Graz;2016;120167
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2018;129788
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2017;65278
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität für Bodenkultur Wien;2016;146928
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität Klagenfurt;2016;10000
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2018;0
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2017;1561
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität für Musik und darstellende Kunst Graz;2016;0
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2018;3230
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2017;0
Gemeinden und Gemeindeverbände (ohne Wien);TECHNISCHE WISSENSCHAFTEN;Universität für Weiterbildung Krems;2016;0
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Wien;2018;15931
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Wien;2017;79111
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Wien;2016;83891
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Salzburg;2018;0
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Salzburg;2017;0
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Salzburg;2016;18529
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Montanuniversität Leoben;2018;4000
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Montanuniversität Leoben;2017;0
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Montanuniversität Leoben;2016;0
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2018;1528966
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2017;1536728
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität für Bodenkultur Wien;2016;1616221
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2018;1604955
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2017;1354641
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Veterinärmedizinische Universität Wien;2016;1655423
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2018;9621
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2017;30567
FWF;AGRARWISSENSCHAFTEN, VETERINÄRMEDIZIN;Universität Klagenfurt;2016;36585
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2018;5749
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2017;11664
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Universität für angewandte Kunst Wien;2016;116790
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2018;307196
FWF;BILDENDE KUNST / GESTALTENDE KUNST;Universität für künstlerische und industrielle Gestaltung Linz;2017;215501
